"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"2012-03-14",82.578575,84.959999,82.199997,84.225716,354711000,73.50489
"2012-03-15",85.658569,85.715714,82.650002,83.651428,289929500,73.003716
"2012-03-16",83.531425,84.171425,82.571426,83.652855,206371900,73.004959
"2012-03-19",85.48143,85.96714,84.150002,85.871429,225309000,74.941124
"2012-03-20",85.644287,86.699997,84.497147,86.565712,204165500,75.54705
"2012-03-21",86.105713,87.092857,85.915718,86.071426,161010500,75.115662
"2012-03-22",85.397141,86.35714,85.075714,85.620003,155967700,74.721718
"2012-03-23",85.784286,85.971428,84.914284,85.150002,107622200,74.311539
"2012-03-26",85.684288,86.735718,85.03714,86.711426,148935500,75.67421
"2012-03-27",86.597145,88.040001,86.580002,87.78286,151782400,76.609261
"2012-03-28",88.339996,88.778572,87.187141,88.23143,163865100,77.000732
"2012-03-29",87.540001,88.080002,86.747147,87.122856,152059600,76.033279
"2012-03-30",86.96714,87.222855,85.419998,85.650002,182759500,74.747902
"2012-04-02",85.975716,88.395714,85.76857,88.375717,149587900,77.126678
"2012-04-03",89.614288,90.315712,88.93,89.902855,208639900,78.459396
"2012-04-04",89.192856,89.408569,88.14286,89.187141,143245200,77.834793
"2012-04-05",89.568573,90.665718,89.057144,90.525711,160324500,79.002983
"2012-04-09",89.447144,91.405716,89.328575,90.889999,149384200,79.320908
"2012-04-10",91.418571,92,89.428574,89.777145,222431300,78.349701
"2012-04-11",90.885712,90.98143,89.048569,89.457146,174153700,78.070435
"2012-04-12",89.285713,90.190002,88.64286,88.96714,153584200,77.642792
"2012-04-13",89.158569,89.242859,86.215714,86.461426,214911200,75.456039
"2012-04-16",87.151428,87.182854,82.60714,82.875717,262696700,72.326714
"2012-04-17",82.705711,87.14286,81.701431,87.099998,256382000,76.013306
"2012-04-18",87.674286,88.60714,86.101425,86.905716,238632800,75.843781
"2012-04-19",85.745712,86.389999,83.502853,83.919998,208679800,73.238098
"2012-04-20",84.482857,84.945717,81.488571,81.854286,257746300,71.435303
"2012-04-23",81.515717,82.381432,79.517143,81.671425,241632300,71.275726
"2012-04-24",80.372856,81.098572,79.285713,80.040001,269037300,69.851974
"2012-04-25",87.94857,88.285713,86.571426,87.14286,226444400,76.050713
"2012-04-26",87.752853,87.812859,86.01857,86.814285,134017100,75.763977
"2012-04-27",86.438568,86.597145,85.785713,86.14286,101680600,75.177994
"2012-04-30",85.400002,85.485718,83.285713,83.425713,126536200,72.806702
"2012-05-01",83.557144,85.251427,83.03286,83.16143,152749800,72.576073
"2012-05-02",82.891426,83.914284,82.694283,83.711426,106847300,73.056076
"2012-05-03",84.35714,84.485718,82.900002,83.117142,97637400,72.53743
"2012-05-04",82.440002,82.622856,80.738571,80.75,132498100,70.471588
"2012-05-07",80.214287,81.824287,80.175713,81.354286,115029600,70.998962
"2012-05-08",81.368568,81.64286,79.818573,81.168571,124313000,70.836876
"2012-05-09",80.528572,81.997147,80.121429,81.311432,120176000,70.961578
"2012-05-10",82.082855,82.26857,81.205711,81.502853,83300000,71.128624
"2012-05-11",80.714287,82.067146,80.621429,80.958572,99886500,70.65361
"2012-05-14",80.367142,81.072861,79.657143,79.745712,88156600,69.595131
"2012-05-15",80.207146,80.459999,78.821426,79.024284,119084000,68.965553
"2012-05-16",79.150002,79.555717,77.291428,78.011429,140224000,68.081581
"2012-05-17",77.901428,78.214287,75.73143,75.73143,179305000,66.091835
"2012-05-18",76.279999,77.629997,74.597145,75.76857,183073100,66.124229
"2012-05-21",76.35714,80.220001,76.292854,80.182854,157776500,69.976631
"2012-05-22",81.364288,81.982857,78.940002,79.567146,173717600,69.439308
"2012-05-23",79.64286,81.828575,79.03286,81.508568,146224400,71.133591
"2012-05-24",82.267143,82.35714,80.175713,80.760002,124057500,70.480331
"2012-05-25",80.655716,80.835716,79.781425,80.327141,82126800,70.102554
"2012-05-29",81.557144,82,80.758568,81.752853,95127200,71.346817
"2012-05-30",81.314285,82.855713,80.937141,82.738571,132357400,72.207024
"2012-05-31",82.96286,83.071426,81.637146,82.53286,122918600,72.027489
"2012-06-01",81.308571,81.807144,80.074287,80.141426,130246900,69.940491
"2012-06-04",80.214287,81.071426,78.35714,80.612854,139248900,70.351906
"2012-06-05",80.181427,80.924286,79.761429,80.404289,97053600,70.169876
"2012-06-06",81.110001,81.978569,80.785713,81.637146,100363900,71.245819
"2012-06-07",82.470001,82.474289,81.5,81.674286,94941700,71.278229
"2012-06-08",81.657143,82.940002,81.285713,82.902855,86879100,72.350426
"2012-06-11",83.959999,84.071426,81.51857,81.595711,147816200,71.209648
"2012-06-12",82.065712,82.374283,80.957146,82.308571,108845100,71.831764
"2012-06-13",82.074287,82.639999,81.482857,81.737144,73395000,71.333084
"2012-06-14",81.605713,81.928574,81.03714,81.647141,86393300,71.254547
"2012-06-15",81.571426,82.08857,81.364288,82.01857,83813800,71.578697
"2012-06-18",81.565712,83.984283,81.48143,83.682854,110103000,73.031143
"2012-06-19",83.342857,84.285713,83.300003,83.915718,90351100,73.234352
"2012-06-20",84.029999,84.178574,82.971428,83.677139,89735800,73.026138
"2012-06-21",83.634285,84.031425,82.491432,82.524284,81587800,72.02005
"2012-06-22",82.720001,83.169998,82.202858,83.157143,71117900,72.57235
"2012-06-25",82.471428,82.828575,81.48143,81.538574,76095600,71.15979
"2012-06-26",81.618568,82.07,81.047142,81.718575,69134100,71.316895
"2012-06-27",82.14286,82.391426,81.702858,82.071426,50749300,71.624825
"2012-06-28",81.667145,82,80.80143,81.292854,70709100,70.945343
"2012-06-29",82.571426,83.428574,82.035713,83.428574,105375200,72.809204
"2012-07-02",83.53286,84.781425,83.371429,84.645714,100023000,73.871437
"2012-07-03",84.982857,85.714287,84.85714,85.629997,60428200,74.730423
"2012-07-05",85.794289,87.762856,85.664284,87.134285,121095800,76.043243
"2012-07-06",86.727142,86.919998,85.940002,86.554283,104732600,75.537079
"2012-07-09",86.471428,87.699997,86.30143,87.69857,94851400,76.535713
"2012-07-10",88.281425,88.552856,86.472855,86.887146,127989400,75.827576
"2012-07-11",86.58857,86.808571,85.317146,86.347145,117330500,75.356277
"2012-07-12",85.748573,86.209999,84.668571,85.557144,107010400,74.666847
"2012-07-13",86.135712,86.741432,85.714287,86.424286,77856800,75.423622
"2012-07-16",86.445717,87.374283,86.431427,86.701431,75315100,75.665482
"2012-07-17",87.255714,87.35714,86.164284,86.705711,73406200,75.669235
"2012-07-18",86.655716,86.905716,86.222855,86.608574,63175000,75.584435
"2012-07-19",87.325714,87.907143,86.571426,87.760002,109215400,76.58931
"2012-07-20",87.575714,87.777145,86.242859,86.328575,99367800,75.340096
"2012-07-23",84.914284,86.557144,83.958572,86.261429,121993900,75.281479
"2012-07-24",86.76857,87.097145,85.501427,85.845711,141283100,74.918701
"2012-07-25",82.065712,82.971428,81.428574,82.138573,219328200,71.683426
"2012-07-26",82.822861,82.914284,81.480003,82.125717,101658200,71.672203
"2012-07-27",82.144287,83.690002,81.655716,83.594284,100984100,72.953835
"2012-07-30",84.417145,85.634285,83.974289,85.004288,94785600,74.184357
"2012-07-31",86.175713,87.385712,86.102859,87.251427,115581900,76.145485
"2012-08-01",87.987144,88.057144,86.14286,86.687141,96125400,75.653015
"2012-08-02",86.120003,87.241432,85.75,86.827141,83039600,75.775192
"2012-08-03",87.66143,88.28286,87.365715,87.957146,86230200,76.761353
"2012-08-06",88.184288,89.267143,87.894287,88.935715,75525800,77.615356
"2012-08-07",88.96714,89.285713,88.291428,88.701431,72611700,77.410919
"2012-08-08",88.484283,89.125717,88.157143,88.55143,61176500,77.279991
"2012-08-09",88.264282,88.818573,88.257141,88.675713,55410600,77.720711
"2012-08-10",88.387146,88.822861,88.385712,88.814285,48734700,77.842194
"2012-08-13",89.055717,90,89.035713,90,69708100,78.881424
"2012-08-14",90.267143,91.230003,90.029999,90.241432,85042300,79.093018
"2012-08-15",90.185715,90.571426,89.678574,90.118568,64335600,78.985336
"2012-08-16",90.172859,90.965714,90.071426,90.905716,63633500,79.675262
"2012-08-17",91.428574,92.598572,91.258568,92.587143,110690300,81.148941
"2012-08-20",92.858574,95.021431,92.842857,95.021431,153346200,83.282509
"2012-08-21",95.831429,96.41143,92.904289,93.722855,203179900,82.144341
"2012-08-22",93.488571,95.571426,92.587143,95.552856,141330700,83.748283
"2012-08-23",95.158569,95.699997,94.449997,94.66143,105032200,82.96698
"2012-08-24",94.215714,95.639999,93.650002,94.745712,109335100,83.040863
"2012-08-27",97.141426,97.267143,96.220001,96.525711,106752100,84.600945
"2012-08-28",96.425713,96.585716,95.809998,96.400002,66854200,84.490768
"2012-08-29",96.464287,96.809998,96.085716,96.209999,50701700,84.324242
"2012-08-30",95.805717,95.935715,94.692856,94.83857,75674900,83.122215
"2012-08-31",95.321426,95.514282,93.89286,95.034286,84580300,83.293762
"2012-09-04",95.108574,96.44857,94.928574,96.424286,91973000,84.512062
"2012-09-05",96.510002,96.621429,95.657143,95.747147,84093800,83.918564
"2012-09-06",96.167145,96.898575,95.828575,96.610001,97799100,84.67482
"2012-09-07",96.864288,97.497147,96.538574,97.205711,82416600,85.196938
"2012-09-10",97.207146,97.612854,94.585716,94.677139,121999500,82.980743
"2012-09-11",95.015717,95.728569,93.785713,94.370003,125995800,82.71154
"2012-09-12",95.264282,95.699997,93.714287,95.684288,178058300,83.863472
"2012-09-13",96.767143,97.928574,96.395714,97.568573,149590000,85.514977
"2012-09-14",98.565712,99.568573,98.269997,98.754288,150118500,86.554214
"2012-09-17",99.907143,99.971428,99.230003,99.968575,99507800,87.618484
"2012-09-18",99.982857,100.332855,99.488571,100.272858,93375800,87.88517
"2012-09-19",100.03714,100.57,99.938568,100.300003,81718700,87.908958
"2012-09-20",99.879997,100.008568,99.08857,99.814285,84142100,87.483246
"2012-09-21",100.344284,100.724289,99.908569,100.012856,142897300,87.657303
"2012-09-24",98.122856,99.302856,97.571426,98.684288,159941600,86.492859
"2012-09-25",98.322861,98.968575,96.14286,96.220001,129697400,84.333
"2012-09-26",95.534286,96.098572,94.457146,95.025711,144125800,83.286255
"2012-09-27",94.898575,97.452858,94.335716,97.331429,148522500,85.307114
"2012-09-28",96.964287,97.30143,95.25,95.300003,133777700,83.526672
"2012-10-01",95.879997,96.678574,93.785713,94.19857,135898700,82.561295
"2012-10-02",94.544289,95.192856,92.949997,94.472855,156998100,82.801704
"2012-10-03",94.980003,95.980003,94.66143,95.921425,106070300,84.071335
"2012-10-04",95.89286,96.321426,95.078575,95.257141,92681400,83.489082
"2012-10-05",95.028572,95.14286,93.040001,93.227142,148501500,81.709885
"2012-10-08",92.41143,92.508568,90.872856,91.167145,159498500,79.90435
"2012-10-09",91.235718,91.498573,89.078575,90.835716,209649300,79.613876
"2012-10-10",91.391426,92.139999,91,91.558571,127589000,80.247459
"2012-10-11",92.35714,92.457146,89.728569,89.728569,136520300,78.643517
"2012-10-12",89.937141,90.76857,89.328575,89.958572,115003700,78.8451
"2012-10-15",90.335716,90.732857,89.121429,90.68,108125500,79.477425
"2012-10-16",90.767143,92.900002,90.14286,92.827141,137442900,81.359299
"2012-10-17",92.695717,93.255714,92,92.087143,97259400,80.710701
"2012-10-18",91.370003,91.722855,90,90.377144,119156100,79.211945
"2012-10-19",90.150002,90.252853,87.08857,87.120003,186021500,76.357224
"2012-10-22",87.488571,90.76857,87.251427,90.575714,136682700,79.386002
"2012-10-23",90.14286,90.557144,87.385712,87.622856,176786400,76.797958
"2012-10-24",88.777145,89.507141,87.234283,88.118568,139631800,77.232414
"2012-10-25",88.571426,88.85714,86.507141,87.077141,164081400,76.319649
"2012-10-26",87.061432,87.714287,84.428574,86.285713,254608200,75.625992
"2012-10-31",84.982857,85.994286,83.957146,85.045715,127500800,74.539169
"2012-11-01",85.459999,86.14286,84.881432,85.220001,90324500,74.691963
"2012-11-02",85.127144,85.278572,82.10714,82.400002,149843400,72.220314
"2012-11-05",83.360001,83.96714,82.514282,83.517143,132283900,73.19944
"2012-11-06",84.318573,84.391426,82.870003,83.264282,93729300,72.977837
"2012-11-07",81.977142,82.077141,79.39286,79.714287,198412200,70.185509
"2012-11-08",80.089996,80.318573,76.470001,76.821426,264036500,67.638435
"2012-11-09",77.202858,79.26857,76.245712,78.151428,232478400,68.809464
"2012-11-12",79.164284,79.214287,76.949997,77.547142,128950500,68.277412
"2012-11-13",76.987144,78.639999,76.622856,77.557144,133237300,68.286209
"2012-11-14",77.928574,78.207146,76.597145,76.697144,119292600,67.529022
"2012-11-15",76.790001,77.071426,74.660004,75.08857,197477700,66.11274
"2012-11-16",75.028572,75.714287,72.25,75.382858,316723400,66.371834
"2012-11-19",77.244286,81.071426,77.125717,80.818573,205829400,71.157799
"2012-11-20",81.701431,81.707146,79.225716,80.129997,160688500,70.551529
"2012-11-21",80.60714,81.052856,79.514282,80.242859,93250500,70.650894
"2012-11-23",81.024284,81.714287,80.371429,81.64286,68206600,71.883545
"2012-11-26",82.271431,84.285713,81.958572,84.218575,157644900,74.151367
"2012-11-27",84.221428,84.345711,82.871429,83.540001,133332500,73.553886
"2012-11-28",82.46714,83.685715,81.751427,83.277145,130216100,73.322472
"2012-11-29",84.317146,84.89286,83.60714,84.194283,128674700,74.129974
"2012-11-30",83.827141,84.057144,83.239998,83.611427,97829900,73.616791
"2012-12-03",84.807144,84.941429,83.64286,83.741432,91070000,73.731262
"2012-12-04",83.114288,83.114288,81.732857,82.264282,139267100,72.430695
"2012-12-05",81.272858,81.321426,76.96714,76.970001,261159500,67.769272
"2012-12-06",75.562859,79.044289,74.089996,78.177139,294303100,68.8321
"2012-12-07",79.057144,79.314285,75.714287,76.178574,196760200,67.072418
"2012-12-10",75,76.93,74.511429,75.688568,157621100,66.641022
"2012-12-11",77.110001,78.508568,76.767143,77.341431,148086400,68.096306
"2012-12-12",78.252853,78.285713,76.610001,77,121786000,67.79567
"2012-12-13",75.878571,76.805717,75.114288,75.669998,156314900,66.624657
"2012-12-14",73.535713,74.01857,72.225716,72.827141,252394800,64.121635
"2012-12-17",72.704285,74.285713,71.604286,74.118568,189401800,65.258675
"2012-12-18",75,76.414284,74.321426,76.271431,156421300,67.154205
"2012-12-19",75.924286,76.242859,75.071426,75.187141,112342300,66.199516
"2012-12-20",75.714287,75.742859,74.125717,74.53286,120422400,65.623436
"2012-12-21",73.209999,74.238571,72.891426,74.190002,149067100,65.321556
"2012-12-24",74.335716,74.89286,74.101425,74.309998,43938300,65.427216
"2012-12-26",74.14286,74.208572,73.017143,73.285713,75609100,64.525383
"2012-12-27",73.362854,73.75,72.094284,73.580002,113780100,64.784477
"2012-12-28",72.898575,73.497147,72.58857,72.798569,88569600,64.096474
"2012-12-31",72.932854,76.485718,72.714287,76.024284,164873100,66.936584
"2013-01-02",79.117142,79.285713,77.375717,78.432854,140129500,69.057251
"2013-01-03",78.26857,78.524284,77.285713,77.442856,88241300,68.1856
"2013-01-04",76.709999,76.947144,75.118568,75.285713,148583400,66.286301
"2013-01-07",74.571426,75.614288,73.599998,74.842857,121039100,65.89637
"2013-01-08",75.601425,75.984283,74.464287,75.044289,114676800,66.073723
"2013-01-09",74.64286,75.001427,73.71286,73.871429,101901100,65.041084
"2013-01-10",75.507141,75.531425,73.645714,74.78714,150286500,65.847328
"2013-01-11",74.428574,75.045715,74.145714,74.328575,87626700,65.443581
"2013-01-14",71.811432,72.5,71.215714,71.678574,183551900,63.110344
"2013-01-15",71.185715,71.284286,69.054283,69.417145,219193100,61.119232
"2013-01-16",70.662857,72.777145,70.35714,72.298569,172701200,63.656235
"2013-01-17",72.901428,72.964287,71.718575,71.811432,113419600,63.227329
"2013-01-18",71.21714,71.745712,70.914284,71.428574,118230700,62.890232
"2013-01-22",72.080002,72.554283,70.947144,72.110001,115386600,63.490219
"2013-01-23",72.687141,73.57,72.110001,73.43,215377400,64.65242
"2013-01-24",65.714287,66.53286,64.321426,64.35714,365213100,56.664101
"2013-01-25",64.527145,65.175713,62.142857,62.84,302006600,55.328323
"2013-01-28",62.547142,64.744286,62.265713,64.261429,196379400,56.579826
"2013-01-29",65.5,65.742859,64.58857,65.46714,142789500,57.641415
"2013-01-30",65.285713,66.085716,64.928574,65.261429,104288800,57.460304
"2013-01-31",65.28286,65.611427,64.997147,65.07,79833600,57.291748
"2013-02-01",65.587143,65.639999,64.050003,64.802856,134871100,57.056534
"2013-02-04",64.844284,65.134285,63.142857,63.188572,119279300,55.635216
"2013-02-05",63.435715,65.677139,63.174286,65.405716,143336900,57.587337
"2013-02-06",65.209999,66.64286,64.654289,65.335716,148426600,57.525696
"2013-02-07",66.178574,67.14286,64.874283,66.888573,176145200,59.236176
"2013-02-08",67.714287,68.401428,66.89286,67.854286,158289600,60.0914
"2013-02-11",68.071426,69.277145,67.60714,68.561432,129372600,60.717636
"2013-02-12",68.501427,68.91143,66.82,66.842857,152263300,59.195671
"2013-02-13",66.744286,67.662857,66.174286,66.715714,118801900,59.083073
"2013-02-14",66.360001,67.377144,66.288574,66.655716,88818800,59.029938
"2013-02-15",66.978569,67.165718,65.702858,65.737144,97936300,58.216469
"2013-02-19",65.871429,66.104286,64.835716,65.71286,108945900,58.194962
"2013-02-20",65.384285,65.384285,64.114288,64.121429,119075600,56.785591
"2013-02-21",63.714287,64.167145,63.259998,63.722858,111795600,56.432617
"2013-02-22",64.178574,64.514282,63.799999,64.401428,82663700,57.033562
"2013-02-25",64.835716,65.017143,63.224285,63.257141,93144800,56.020184
"2013-02-26",63.402859,64.505714,62.522858,64.138573,125374900,56.800774
"2013-02-27",64.061432,64.634285,62.950001,63.509998,146837600,56.244118
"2013-02-28",63.435715,63.98143,63.057144,63.057144,80628800,55.843075
"2013-03-01",62.57143,62.597141,61.425713,61.495716,138112100,54.46027
"2013-03-04",61.114285,61.171429,59.857143,60.007141,145688900,53.142014
"2013-03-05",60.21143,62.169998,60.107143,61.591427,159608400,54.545052
"2013-03-06",62.072857,62.17857,60.632858,60.808571,115062500,53.851746
"2013-03-07",60.642857,61.715714,60.151428,61.511429,117118400,54.47419
"2013-03-08",61.400002,62.204285,61.23,61.674286,97870500,54.618427
"2013-03-11",61.392857,62.715714,60.734287,62.552856,118559000,55.396481
"2013-03-12",62.228573,62.697144,61.081429,61.204285,116477900,54.202187
"2013-03-13",61.207142,62.07143,60.765713,61.192856,101387300,54.192066
"2013-03-14",61.832859,62.091427,61.492859,61.785713,75968900,54.717102
"2013-03-15",62.561428,63.46143,62.464287,63.380001,160990200,56.128983
